00	-0.013975394668181493
05	0.15951335719682733
06	-0.035280943426663894
09	0.086144130783291
10	0.08750612678858667
103	0.035222942151553804
105	0.08171132888990147
106	0.029595509608611147
11	0.1657777930286397
110	0.019980082845774585
112	0.006211925463740649
113	0.04952880584604611
118	0.27036666722925023
12	0.14464523298690898
120	0.06382263722836888
124	0.014267894990033989
13	-0.0492803879856935
132	0.03259602480596557
133	0.02353402896456556
134	0.026258090981184184
136	0.03490930437453748
138	0.030771812410515454
14	0.23882167610700333
1400	0.011059105617879048
144	0.044894308948492855
145	0.01882082366872399
15	0.3207057363096625
155	0.0213163412338018
159	0.06237756399102912
16	0.01452157645596306
162	0.012672824254800878
17	0.11666221083005078
172	0.015425081367318806
176	0.019665307749061195
17enne	0.03171787597330656
18	-0.0355830291572223
182	0.007798820869507538
188	0.0409303483546043
18enni	-0.09137341154539376
19	0.13347001826446528
1915	-0.054495743809484444
1940	-0.005130774202113204
1974	-0.03941015716376507
1981	-0.028433539542108924
1998	-0.023800573625268173
20	0.15454952583442244
2010	-0.06744152282165225
2013	-0.007724143616716404
2019	0.0667242431590598
2020	0.07738837785614816
206	0.04314831750335857
209	0.027392409335381722
21	0.23677195287934566
22	0.27148205388835867
226	0.03209361638339409
23	-0.09248023280034452
230	0.031071569701427857
237	0.022958368993361757
24	0.11166093839254944
242	0.019008780439055545
243	0.044601617180330386
25	0.10604503217480692
26	0.008242463618409223
260	0.018649078446716996
263	0.03832492724563088
264	0.021567635795939073
27	0.1459047321681293
273	0.006333545994969326
28	0.003802414923225078
289	0.028959515296132374
29	0.19179663411614098
295	0.030623952810151758
29enne	-0.07389267594959831
2a	-0.024170513394811747
30	0.04226896913075327
304	0.01843518090027778
31	0.02973700594570964
310	-0.0678501334986614
311	0.00826534461970863
314	0.014968444482716618
318	-0.10169261143907343
32	0.09535555626213388
3200	-0.04284255004462412
33	0.01778437770875323
333	0.044616103759611885
335	-0.04570647820525779
336	0.022866667466103253
339	0.030409495408911923
33enne	0.09636341376180296
34	0.10043447307161572
345	0.024430913887317843
346	-0.06684997065449631
36	0.03223643918166165
364	0.011593526473712996
366	0.03204107796963221
367	0.018306207594528924
37	0.049523007819885057
370	0.039196043535147496
375	0.028364508619443233
38	0.05290639368818696
381	0.010952404630520962
3mila	0.01561600047604941
40	0.15885716023184188
40mila	0.015570013691983407
41	0.07236127024078738
420	0.02230152926081849
427	0.0037910094381760073
43	0.000264767550866359
44	0.03820044004784903
443	0.01043724451660799
444	0.031980550965625715
45	0.0250747025685575
450	0.014188201894586321
46	0.07643849160386465
460	0.03056403586819919
47	-0.0026530063018625665
48	0.10709907147320967
51	0.04457251504126162
51enne	0.023058898693814025
52	-0.02549844232333481
53	0.015981223023187018
55	0.102885765833816
56	0.11379968957758826
57	0.14309232864254148
574	0.01613875757445347
575	-0.038275251021723904
58	0.0406880911299426
59	0.03279310829403447
590	-0.07466581848266636
598	0.009573994785748354
599	-0.029190344028226126
60	0.09805593077390196
600	0.07723962375148931
61	0.04637994131638058
6150	-0.06919966529844833
625	0.018590807064039438
63enne	0.008082989095230727
65	0.09236859898846704
650	0.021495537026143773
65enne	0.028592078336850284
69	0.0879906763054654
70	0.04038038336615218
700	0.0763040478589334
71	0.03222992182204254
71enne	0.05233396065099521
724	0.02435040217535903
73	0.07019808340368151
730	0.07797588248042114
75	0.08039983139041602
75enne	0.022883898253751464
767	0.01574453798159389
77	0.02748006556634555
770	-0.04832937140942141
771	0.02465619103307782
77enne	0.028258175422603806
780	-0.024962829572343612
788	0.009436746393519069
80	0.12273733765830833
80enne	0.041055580761327294
81	0.0034122531270376786
812	-0.03807927993747589
82	0.03190012960414986
84	-0.021503492760135336
86	0.013306779280770165
86enne	0.0049373065016786585
89	0.043217638688892494
96	0.04532093106115568
99	-0.26831764297578825
aa198	-0.04248310400775548
abano	-0.07210192010206222
abate	0.08730715452979397
abbado	-0.05079689136433264
abbassamento	-0.04973241934506697
abbassando	-0.08122992409619195
abbassare	0.09955582224012209
abbonamenti	0.019464145953968594
abbonamento	0.04091991538464853
abbonati	-0.04963341365313354
abi	-0.08825511123249197
abitanti	-0.0025243582682850634
abituata	0.03471743244058461
abitudini	0.09628730236997167
academy	0.022388339663570372
accada	-0.060227066053616926
accade	0.06459834394833562
accademia	0.08694167082451677
accadendo	0.051686209106880314
accaduto	0.08356259126942105
accaparramenti	0.006376258967906334
accedendo	-0.01191858505639457
accelerato	-0.09374318994351052
accendere	-0.06589042919730477
accento	-0.09089518222538356
accertamenti	0.09275578311267275
accertamento	0.03910694544543095
accesi	-0.027680540858844572
accessi	0.07335295897944294
accompagnato	0.061248340090658125
accompagnatore	-0.07870392748766206
accordi	0.050381464595454825
accortezza	0.027334527890153764
accreditati	0.01087713235454527
accusato	0.10440779368403731
acetilene	0.05640957861444526
achille	0.03158113882295527
acquasantiere	0.05267942071010573
acquaviva	0.020627633586657583
acquisizione	-0.04378551604233918
acquistare	-0.10044380810779241
acquisto	-0.13803668018962348
action	-0.019260590232350806
adacta	0.02809484867164136
addio	-0.08155333130677975
adempimenti	0.05655138879270293
aderire	0.08580310123459463
aderisce	-0.01274078391232714
aderito	-0.05987588287597527
adesione	-0.13835240902209392
adhanom	0.02034517553284414
adige	0.1169984060104386
adiuvante	0.08025987067954825
administration	-0.04336277935754454
adolescenza	-0.03734154711404834
adoperano	-0.0328766078403852
adottati	0.048851261194332224
adulterio	-0.020395217334588166
adulto	-0.011511384183930004
aefe	0.0771108261977947
aerea	0.06048864175098152
aereo	0.1637230217426913
